type,amount,oldbalanceOrg,newbalanceOrig,isfraud
CASH_IN,58764,79099,26038,0
CASH_OUT,63590,28546,36622,0
DEBIT,22479,78424,35886,0
CASH_IN,64026,37338,51284,0
CASH_IN,46243,34283,9901,0
CASH_OUT,66718,82494,56377,0
PAYMENT,58242,78170,82910,0
TRANSFER,93460,84787,49862,0
PAYMENT,86447,46566,32806,0
DEBIT,34419,85464,17659,0
CASH_IN,19334,81991,23453,0
CASH_OUT,8748,92680,30498,0
CASH_OUT,24064,28013,70393,0
TRANSFER,29719,52132,16312,0
PAYMENT,85653,87412,1436,0
TRANSFER,373,92498,27569,0
CASH_IN,10368,28084,58813,0
TRANSFER,3250,21143,90485,0
CASH_OUT,72211,91627,73229,0
CASH_OUT,45699,14179,45986,0
DEBIT,1946,98343,53177,0
DEBIT,91084,58726,9305,0
CASH_IN,43975,10222,32646,0
PAYMENT,77544,59965,92838,0
TRANSFER,892,64068,76126,0
CASH_IN,20234,23949,40430,0
DEBIT,30835,16116,68659,0
TRANSFER,70750,51052,4158,0
DEBIT,28895,51369,74236,0
TRANSFER,40066,48817,76067,0
PAYMENT,3213,83203,27738,0
CASH_IN,60251,74311,9879,0
TRANSFER,2254,29655,5543,0
CASH_OUT,98332,57802,47924,0
CASH_OUT,68629,47632,42348,0
TRANSFER,21594,14193,84117,0
TRANSFER,8531,80212,36679,0
TRANSFER,50027,30776,79118,0
CASH_OUT,33551,43225,43888,0
CASH_OUT,29073,60010,30276,0
TRANSFER,70278,82735,4799,0
DEBIT,64962,65451,90627,0
DEBIT,93064,48812,93770,0
PAYMENT,39573,80602,90141,0
CASH_IN,39762,18895,60558,0
DEBIT,95243,65782,36534,0
CASH_OUT,2577,21209,31668,0
DEBIT,16131,82336,4111,0
PAYMENT,1684,61807,24686,0
PAYMENT,76421,23086,72551,0
CASH_IN,66285,85637,72392,0
DEBIT,67091,82027,16490,0
CASH_OUT,29150,27207,35194,1
CASH_OUT,9337,20897,14497,0
TRANSFER,70673,63083,53516,0
CASH_OUT,23341,95028,88730,0
CASH_IN,23014,66957,44104,0
CASH_IN,10502,97551,5316,0
CASH_OUT,54807,78506,38130,0
CASH_OUT,58105,7283,70229,0
TRANSFER,13759,94024,29954,0
CASH_OUT,63227,81481,21652,0
TRANSFER,89054,255,14178,0
TRANSFER,9055,76555,51163,0
CASH_OUT,20126,15487,14751,0
PAYMENT,18677,19346,65961,0
PAYMENT,75067,35050,3044,0
TRANSFER,74215,8744,63165,0
CASH_OUT,27312,24756,11480,0
PAYMENT,11293,61596,65439,0
CASH_OUT,30945,83397,43874,0
CASH_OUT,72544,25146,66775,0
CASH_OUT,94352,55032,6566,0
DEBIT,31634,42687,85311,1
CASH_OUT,13450,46103,53149,0
DEBIT,46511,21976,3006,0
TRANSFER,87343,62863,72561,0
PAYMENT,1279,591,19423,0
PAYMENT,7878,6277,90710,0
PAYMENT,30261,61860,92199,0
PAYMENT,77919,2260,33952,0
PAYMENT,84533,65883,27326,0
PAYMENT,38739,24741,31139,0
PAYMENT,15744,37211,62103,0
TRANSFER,42439,41542,60857,0
CASH_OUT,41347,6869,73638,0
CASH_IN,40335,93618,72652,0
DEBIT,83610,87616,12937,0
CASH_IN,62524,64732,30161,0
CASH_IN,8443,94515,4383,0
CASH_OUT,9121,19422,85856,0
CASH_OUT,63763,35613,70043,0
CASH_OUT,80593,57016,14735,0
PAYMENT,73630,60110,59919,0
TRANSFER,21761,88529,95249,0
PAYMENT,16463,77922,82055,0
TRANSFER,85854,34033,67561,0
TRANSFER,38978,45213,85455,0
CASH_IN,30087,61993,37622,0
CASH_IN,34785,12938,38135,1
TRANSFER,58154,76695,35658,0
TRANSFER,48580,2274,84677,0
PAYMENT,46107,84390,29696,0
PAYMENT,24513,31815,3773,0
CASH_IN,2789,76018,24956,0
CASH_OUT,86850,18961,15819,0
TRANSFER,765,20044,1528,0
PAYMENT,39273,99372,86491,0
CASH_IN,55097,21975,44588,0
PAYMENT,42291,14706,70585,0
TRANSFER,51492,5974,99152,0
TRANSFER,54867,76464,20511,0
DEBIT,17410,21213,10119,0
CASH_OUT,40125,1950,75893,0
DEBIT,14259,85013,16167,0
CASH_IN,46835,10411,56503,0
PAYMENT,24610,87231,87789,0
CASH_IN,37716,46156,34889,0
TRANSFER,19232,62744,45678,0
DEBIT,99051,17771,95334,0
DEBIT,41149,69810,60262,0
DEBIT,41312,35053,4681,1
CASH_IN,94694,52076,80291,0
TRANSFER,87848,7045,66008,0
PAYMENT,68169,57623,98417,0
PAYMENT,8656,29714,13690,0
CASH_IN,13553,34386,25912,0
DEBIT,94506,8562,6473,0
CASH_OUT,22795,55048,41298,0
CASH_IN,78363,93295,18669,0
CASH_IN,31416,12026,99500,0
TRANSFER,89002,31589,81998,0
PAYMENT,51438,97274,20943,0
CASH_IN,23787,26844,38785,0
CASH_IN,57949,23447,63427,0
DEBIT,53036,90415,62001,0
DEBIT,86460,77502,61724,0
CASH_OUT,29563,83268,10832,0
TRANSFER,23558,54708,5385,0
CASH_OUT,63231,63925,95898,0
DEBIT,37275,70825,14708,0
PAYMENT,40711,51574,58600,0
DEBIT,51297,85548,23438,1
TRANSFER,6737,18812,82747,0
DEBIT,50727,55309,80107,0
TRANSFER,32437,64230,60062,0
TRANSFER,16702,41628,65428,0
TRANSFER,31635,40581,86843,0
TRANSFER,24928,46628,11002,0
TRANSFER,41146,88628,36153,0
PAYMENT,52419,25105,22440,0
CASH_OUT,15587,79830,67501,0
CASH_IN,85165,69157,32556,0
CASH_OUT,99256,32442,67963,0
TRANSFER,81741,87235,90725,0
PAYMENT,27699,2347,90674,0
DEBIT,11164,95022,6563,0
PAYMENT,94958,47650,79923,0
TRANSFER,21351,17110,5840,0
PAYMENT,97564,62170,15154,0
PAYMENT,74691,4923,24194,0
TRANSFER,46340,51801,65020,0
PAYMENT,87769,62771,46861,0
CASH_IN,68426,81147,22448,0
CASH_IN,86817,48135,96460,0
PAYMENT,33323,19199,23528,0
DEBIT,46910,9066,29402,0
TRANSFER,78850,52136,4352,0
CASH_IN,34705,92290,184,0
DEBIT,30235,36575,10384,0
PAYMENT,86082,89796,14319,0
DEBIT,96377,46733,20449,0
CASH_OUT,49166,16991,56333,0
CASH_IN,77219,22553,41205,0
PAYMENT,87463,89710,10426,0
TRANSFER,27839,87493,7504,0
PAYMENT,80918,634,56578,0
TRANSFER,25948,95417,58209,0
PAYMENT,59174,12771,33368,0
DEBIT,54540,18298,52185,0
DEBIT,68209,79876,97630,0
DEBIT,60292,98892,80221,0
CASH_OUT,47811,35999,8724,0
TRANSFER,9475,71887,5084,0
DEBIT,3336,59648,34810,0
CASH_OUT,3669,62668,82277,0
TRANSFER,60299,69374,82297,0
PAYMENT,27604,67509,78872,0
CASH_OUT,4773,75783,20872,0
CASH_IN,88667,44440,78950,0
CASH_OUT,10838,31655,70333,0
CASH_OUT,47598,43039,68843,0
TRANSFER,11231,55255,98104,0
PAYMENT,11221,72219,2596,0
CASH_IN,13579,54989,17167,0
DEBIT,96904,11244,87844,0
DEBIT,37870,94594,89751,0
CASH_OUT,71568,58595,77331,0
TRANSFER,45347,39551,80520,0
TRANSFER,52321,63230,58326,0
DEBIT,13525,28371,77670,0
CASH_IN,71705,69358,10782,0
PAYMENT,87237,28878,42002,0
CASH_IN,24914,36157,87187,0
PAYMENT,59945,5914,24022,0
DEBIT,43800,83700,84458,0
PAYMENT,68590,27180,14618,0
TRANSFER,75158,3688,17245,0
CASH_OUT,5646,80219,83796,0
CASH_OUT,77139,78616,10027,0
DEBIT,2902,96489,13986,0
TRANSFER,21682,9916,3526,0
CASH_IN,5822,56363,91797,0
TRANSFER,96631,95213,44361,0
CASH_OUT,664,27360,67158,0
CASH_OUT,54643,37805,38286,0
TRANSFER,17153,13453,29533,0
TRANSFER,55944,22703,18316,0
CASH_OUT,67344,59021,8699,0
CASH_IN,29097,74176,79491,0
DEBIT,11628,94799,97079,0
DEBIT,8456,98385,58465,0
TRANSFER,87192,81614,16673,1
DEBIT,48877,88919,23395,0
CASH_OUT,51038,81072,23707,0
CASH_OUT,60111,7410,84749,0
TRANSFER,27210,81462,75937,0
TRANSFER,95117,48268,86732,0
TRANSFER,88084,34248,56416,0
CASH_IN,61475,31159,91512,0
DEBIT,86446,42039,8758,0
TRANSFER,87902,47800,67009,0
PAYMENT,88569,40761,13281,0
PAYMENT,39158,94626,32548,0
CASH_OUT,82938,86103,18371,0
DEBIT,20708,43663,93899,0
TRANSFER,42480,80903,77593,0
PAYMENT,92081,40412,19644,0
DEBIT,51670,35367,93659,0
CASH_OUT,53920,5813,23874,1
CASH_IN,35460,59894,88659,0
DEBIT,56473,51444,14281,0
DEBIT,33767,34269,68787,0
CASH_IN,78022,61748,22289,0
DEBIT,70257,41190,5054,0
CASH_OUT,72025,40318,66846,0
CASH_OUT,31400,37018,94682,0
CASH_IN,56126,39759,49769,0
TRANSFER,13171,16498,29312,0
PAYMENT,32162,25989,96517,0
TRANSFER,80181,25568,4257,0
DEBIT,95843,66577,15846,0
PAYMENT,20846,30099,22483,0
CASH_IN,90377,89900,26558,1
CASH_IN,66553,40639,43188,0
PAYMENT,55658,23482,13012,0
CASH_OUT,26341,69212,33236,0
PAYMENT,10773,55261,45076,0
DEBIT,69454,87317,48402,0
CASH_OUT,93119,30048,94467,0
CASH_IN,19197,3065,32076,0
PAYMENT,11967,2036,80337,0
TRANSFER,4389,35814,75164,0
TRANSFER,27969,59694,74264,0
DEBIT,82028,16924,17335,0
TRANSFER,27115,60204,43773,0
PAYMENT,887,32844,52158,0
PAYMENT,48363,81943,28570,0
TRANSFER,83798,21518,87995,0
PAYMENT,96880,17059,40658,0
DEBIT,84595,23052,59184,0
CASH_OUT,83318,69803,72613,0
DEBIT,51577,71524,58194,0
DEBIT,57923,93510,67507,0
PAYMENT,2647,89572,33959,0
CASH_OUT,72788,8680,53072,0
PAYMENT,42035,67021,45588,0
CASH_IN,99518,80249,40533,0
PAYMENT,82474,20043,68582,1
PAYMENT,28752,2419,61743,0
PAYMENT,11841,56892,44518,0
CASH_OUT,85102,17140,12703,0
PAYMENT,90889,43484,49456,0
CASH_OUT,88380,63869,55491,0
TRANSFER,46772,45210,8043,0
CASH_IN,98968,57600,68340,0
CASH_OUT,88751,78497,10176,0
TRANSFER,18840,6487,3936,0
CASH_OUT,55054,60692,31174,0
CASH_OUT,73958,62112,82632,0
CASH_IN,69212,31110,88768,0
DEBIT,37055,16360,25909,0
DEBIT,86332,49410,44158,0
CASH_OUT,71061,90418,8366,0
PAYMENT,26637,83038,85125,0
TRANSFER,15208,73167,54337,0
PAYMENT,69531,3017,59331,0
PAYMENT,29485,86261,62197,0
CASH_OUT,19413,60124,72042,0
CASH_OUT,3691,90298,50924,0
CASH_OUT,91565,50949,28842,0
CASH_OUT,93132,58268,17458,0
DEBIT,42302,66320,87367,0
CASH_OUT,5639,93556,65382,0
DEBIT,93256,81301,74319,0
DEBIT,95874,31127,11170,0
CASH_OUT,77824,3196,80145,0
CASH_IN,8427,75088,44942,0
TRANSFER,34775,41300,88571,0
PAYMENT,74509,49714,16208,0
DEBIT,56584,31921,35178,0
TRANSFER,90555,4746,79172,0
CASH_IN,27685,68535,9039,0
PAYMENT,72277,65350,14990,0
PAYMENT,40573,50345,6441,0
DEBIT,11342,49220,74221,0
CASH_OUT,19187,81131,79314,0
CASH_IN,89264,22063,45959,0
DEBIT,68457,71736,26862,0
CASH_IN,57114,88913,27273,0
CASH_OUT,84345,78946,93949,0
CASH_OUT,80740,45971,42500,0
DEBIT,4961,3598,3956,0
CASH_OUT,28343,10564,72089,0
TRANSFER,21683,96434,88789,0
PAYMENT,40880,49725,89451,0
DEBIT,71111,86134,2365,0
CASH_IN,22831,59940,72204,0
TRANSFER,25504,62085,5000,0
DEBIT,99487,17862,57072,0
CASH_OUT,74170,10265,52499,0
CASH_OUT,845,9705,69211,0
CASH_OUT,18656,55279,12907,0
CASH_OUT,77370,62471,17336,0
CASH_IN,37345,91080,85220,0
TRANSFER,69361,79834,93847,0
PAYMENT,2439,62979,52331,0
CASH_IN,41960,55828,80672,0
CASH_IN,60664,98206,77755,0
PAYMENT,68153,46104,68783,0
PAYMENT,91196,40934,69951,0
CASH_OUT,97899,6050,52509,0
CASH_IN,77537,43952,6472,0
DEBIT,86714,86570,22380,0
PAYMENT,31109,8484,27280,0
PAYMENT,39395,62648,21859,0
TRANSFER,35929,59945,99341,0
DEBIT,96962,53678,48402,0
DEBIT,60792,31323,8262,0
PAYMENT,71126,86332,11066,0
CASH_OUT,72600,94605,15554,0
TRANSFER,89636,87363,7008,0
DEBIT,40397,35361,87851,0
PAYMENT,15833,10315,80799,0
DEBIT,46025,47968,16238,0
TRANSFER,15349,26519,82025,0
TRANSFER,3501,9107,17153,0
CASH_IN,716,55781,59353,0
PAYMENT,97503,3869,52092,0
TRANSFER,15738,80983,43152,0
CASH_IN,7007,27370,49104,0
CASH_IN,60418,62695,24283,0
DEBIT,58107,60422,46429,0
DEBIT,38533,7971,77223,0
CASH_IN,25173,96805,88534,0
DEBIT,17728,25651,54957,0
TRANSFER,87518,56974,28887,0
CASH_OUT,83777,23446,46172,0
TRANSFER,39629,38108,4355,0
CASH_IN,12136,75179,33701,0
CASH_IN,89141,3823,41534,0
TRANSFER,64936,13454,71442,0
DEBIT,40643,3932,61274,0
DEBIT,77664,10220,78108,0
CASH_IN,3327,74090,12279,0
PAYMENT,44990,67965,43491,0
DEBIT,44125,28208,76147,0
TRANSFER,61656,72980,8261,0
DEBIT,43168,10510,4474,0
TRANSFER,55973,44045,91414,0
CASH_IN,47641,10537,28390,0
DEBIT,49326,72683,26925,0
TRANSFER,59352,69134,82174,0
CASH_IN,15514,72254,59051,0
PAYMENT,68603,13782,89007,0
TRANSFER,26670,65587,4787,0
PAYMENT,37206,82238,73398,0
PAYMENT,65948,75720,58177,0
CASH_OUT,8615,78004,43724,0
DEBIT,57398,22072,10663,0
TRANSFER,81307,81015,16120,0
PAYMENT,55511,94003,22740,0
CASH_OUT,53319,88938,2035,0
CASH_IN,27053,72746,57443,0
TRANSFER,33645,45702,67388,0
PAYMENT,79325,6057,52335,1
DEBIT,80701,30916,43315,0
CASH_OUT,33142,27268,64165,0
PAYMENT,89397,43978,46627,0
DEBIT,15376,23259,8303,0
PAYMENT,93954,53583,49334,1
TRANSFER,72117,79400,55892,0
TRANSFER,62590,34293,61196,0
TRANSFER,57899,7043,65700,0
CASH_OUT,79563,50430,39726,0
TRANSFER,39246,38893,75751,0
DEBIT,4160,40642,49606,0
PAYMENT,19433,78065,30694,0
CASH_IN,4147,30868,31253,0
DEBIT,30002,26309,24230,0
DEBIT,94448,23284,53974,1
TRANSFER,44931,69000,63545,0
CASH_OUT,79379,84179,16925,0
PAYMENT,66927,62107,6033,0
CASH_OUT,73700,65049,62461,0
PAYMENT,34245,29265,2665,0
PAYMENT,78985,81490,27025,0
CASH_OUT,19132,23880,23533,0
DEBIT,23966,84579,45897,0
PAYMENT,63889,255,77661,0
CASH_OUT,58570,1502,20998,0
PAYMENT,82810,70192,61248,0
CASH_IN,68695,65424,23057,0
DEBIT,24670,75838,79244,0
TRANSFER,86074,70966,83608,0
PAYMENT,1178,41366,70631,0
CASH_IN,45134,27425,97031,0
TRANSFER,35907,52328,67173,0
TRANSFER,15042,67396,80206,0
PAYMENT,52807,71694,38734,0
CASH_OUT,35304,5806,62072,0
PAYMENT,43837,86274,64175,0
CASH_IN,3526,17106,63783,0
TRANSFER,19761,56731,94194,0
PAYMENT,30383,75010,70739,0
CASH_OUT,30280,82533,87054,0
PAYMENT,10396,32599,51042,0
DEBIT,64827,71326,52357,0
CASH_OUT,65194,75706,8669,0
CASH_IN,79703,9004,67902,0
TRANSFER,37889,51364,18910,0
PAYMENT,49607,25792,56959,0
CASH_OUT,39142,95752,96623,0
DEBIT,3636,64912,366,0
CASH_OUT,85946,54645,48415,0
DEBIT,81525,7232,9907,0
CASH_IN,77075,78210,95825,0
TRANSFER,55400,54766,32780,0
CASH_IN,16655,81588,57879,0
PAYMENT,91970,48542,85159,0
CASH_OUT,54154,5913,35085,0
DEBIT,13392,93449,65499,0
DEBIT,4035,10567,20426,0
CASH_OUT,43236,38379,48197,0
CASH_OUT,79390,74968,7485,0
PAYMENT,69721,319,49527,0
CASH_IN,96065,90005,64600,0
DEBIT,74720,92026,98560,0
PAYMENT,3453,86120,91005,0
CASH_IN,21405,4791,81439,0
PAYMENT,10735,97272,68748,0
DEBIT,33471,329,58528,0
CASH_OUT,41125,74387,27799,0
CASH_OUT,96897,61032,46339,0
CASH_IN,83742,44078,16087,0
TRANSFER,79800,88662,7446,0
CASH_IN,79567,21300,50460,0
TRANSFER,71270,75700,94817,0
PAYMENT,28700,50945,58260,0
PAYMENT,1417,55609,14877,0
DEBIT,73578,60562,24723,0
TRANSFER,58570,90045,12943,0
DEBIT,47350,61901,10306,0
CASH_OUT,17804,5703,36784,0
TRANSFER,19891,92645,20455,0
CASH_IN,86302,63115,90027,0
CASH_OUT,94962,88090,71448,0
CASH_OUT,49713,27676,29974,0
CASH_IN,44364,61710,27371,0
CASH_OUT,91298,60077,98746,0
TRANSFER,78472,89340,3936,0
DEBIT,99311,45440,33166,0
CASH_OUT,14400,36923,25727,1
TRANSFER,87485,29802,63969,0
PAYMENT,27317,90331,28368,0
TRANSFER,96374,62904,68531,0
DEBIT,94059,60162,39097,0
TRANSFER,24512,65169,34984,0
CASH_IN,95609,68147,50859,0
DEBIT,22496,22075,44291,0
PAYMENT,38268,82015,65228,0
CASH_IN,57726,74716,92099,0
TRANSFER,97238,9304,22150,0
DEBIT,81504,59622,22061,0
PAYMENT,82778,54215,29178,0
CASH_IN,10758,80146,56790,0
PAYMENT,62795,73973,65696,0
TRANSFER,76060,12521,15648,0
PAYMENT,22748,24028,61779,0
CASH_OUT,74241,39328,36672,0
CASH_IN,73616,27301,69109,0
PAYMENT,93311,38015,60521,0
TRANSFER,41672,87276,34593,0
TRANSFER,96307,36845,13786,0
PAYMENT,82244,86818,94036,0
TRANSFER,15133,76394,9815,0
DEBIT,25626,44159,21966,0
DEBIT,11192,43714,13794,0
DEBIT,90379,80722,31423,0
CASH_OUT,98888,99721,99480,0
PAYMENT,62023,96730,21302,0
CASH_OUT,31341,25230,61064,0
TRANSFER,46108,92554,86800,0
CASH_OUT,26138,49262,85140,0
TRANSFER,31566,90201,27835,0
TRANSFER,87515,41722,73356,0
CASH_IN,21886,46359,49282,0
DEBIT,8959,62796,52714,0
TRANSFER,51972,40159,67035,0
CASH_IN,90064,87052,23814,0
DEBIT,71216,90209,24089,0
TRANSFER,24109,5239,73162,0
TRANSFER,12726,91951,55831,0
CASH_OUT,52621,50886,32746,0
CASH_OUT,38895,27195,81673,0
DEBIT,53154,94859,51940,0
TRANSFER,65230,96299,86796,0
PAYMENT,7847,34674,36476,0
CASH_OUT,49365,18105,26283,0
DEBIT,47309,29739,1769,0
TRANSFER,19169,31969,42278,0
TRANSFER,51022,14497,46994,0
PAYMENT,59315,1816,62898,0
DEBIT,87106,92019,15634,0
TRANSFER,17116,59254,10965,0
CASH_OUT,58133,87695,27566,0
PAYMENT,8730,69385,52196,0
DEBIT,37671,87148,98679,0
PAYMENT,93908,33826,48285,0
CASH_OUT,93804,63365,55499,0
DEBIT,87328,84242,19420,0
PAYMENT,21130,50100,25236,0
CASH_IN,19800,90099,6218,0
CASH_OUT,58665,4359,49892,0
CASH_OUT,59653,96205,74031,0
CASH_OUT,93458,12809,99389,0
CASH_IN,47384,64450,64057,0
CASH_IN,42917,38428,78609,0
TRANSFER,50081,94990,76907,0
PAYMENT,34822,72790,83130,0
TRANSFER,49580,90321,11226,0
PAYMENT,50911,2093,52271,0
CASH_IN,60196,44498,10046,0
CASH_IN,50261,40985,37117,0
TRANSFER,65181,32009,4965,0
DEBIT,36170,82094,59478,0
TRANSFER,19166,17718,78872,0
PAYMENT,76218,16705,57277,0
TRANSFER,79990,87618,85379,0
CASH_OUT,72330,62598,59613,0
PAYMENT,17939,77878,17373,0
PAYMENT,66616,12239,45452,0
DEBIT,88452,46622,50089,0
CASH_IN,62569,46665,6654,0
PAYMENT,54215,32274,31280,0
CASH_IN,68485,11419,56141,0
TRANSFER,64351,15003,87943,0
CASH_OUT,95387,30866,67894,0
DEBIT,42873,21988,26583,0
CASH_IN,81847,55894,94242,0
PAYMENT,65449,90444,6360,0
CASH_IN,7204,5674,53968,0
PAYMENT,71397,70538,3743,0
CASH_IN,81924,93103,7159,0
PAYMENT,66224,66446,32151,0
TRANSFER,96186,29072,518,0
PAYMENT,99302,33717,16652,0
PAYMENT,29787,87345,78461,0
CASH_OUT,26193,26651,71011,0
PAYMENT,27455,44291,42348,0
CASH_OUT,67048,63350,75422,0
DEBIT,87211,82020,77001,0
CASH_OUT,16208,4646,76757,0
TRANSFER,21421,39713,24395,0
CASH_OUT,50587,67936,2335,0
DEBIT,15877,44331,70112,0
TRANSFER,62511,22185,500,0
CASH_IN,14276,84263,92211,0
CASH_IN,39432,98656,8083,0
CASH_OUT,35218,52107,81256,0
CASH_OUT,31223,66554,5543,0
DEBIT,7377,17563,68812,0
DEBIT,79036,70729,52237,0
PAYMENT,35372,15701,96171,0
DEBIT,51598,69072,89716,0
PAYMENT,38295,48217,6613,0
TRANSFER,74765,44610,66863,0
CASH_OUT,71856,84422,40540,0
TRANSFER,36317,50131,76202,0
DEBIT,95177,29410,26255,0
TRANSFER,80290,99280,85666,0
TRANSFER,19877,58715,22068,0
TRANSFER,56533,38665,49057,0
DEBIT,84171,15957,18946,0
TRANSFER,6388,48127,20547,0
PAYMENT,84695,63589,85237,0
DEBIT,76968,46008,5769,0
TRANSFER,27936,61920,24883,1
DEBIT,98717,32875,61340,0
CASH_IN,13190,1626,79199,0
PAYMENT,92847,90815,35162,0
TRANSFER,36941,63822,88388,0
CASH_IN,24024,71765,85924,0
CASH_IN,96482,72413,33434,1
DEBIT,79882,33642,22102,0
CASH_IN,58512,38311,21536,0
PAYMENT,87746,32356,77891,0
PAYMENT,5480,3809,67770,0
CASH_OUT,96405,43371,50388,0
PAYMENT,14963,34875,50775,0
CASH_IN,38517,9465,31147,0
PAYMENT,92979,66095,50526,0
DEBIT,91503,73844,23659,0
CASH_OUT,6533,65250,82096,0
CASH_IN,86933,86889,23088,0
CASH_OUT,57200,15250,68464,1
CASH_IN,47771,46023,59998,0
DEBIT,31179,46624,40382,0
CASH_OUT,45651,16427,28184,0
TRANSFER,23000,33276,20099,0
CASH_IN,29671,71643,69810,0
TRANSFER,13429,79012,90506,0
CASH_OUT,14467,3439,91280,0
TRANSFER,67610,85848,37739,0
TRANSFER,76112,87331,8389,1
CASH_OUT,33095,78672,17352,0
DEBIT,97074,79703,21148,0
TRANSFER,50664,17300,31828,1
TRANSFER,6140,60289,68040,0
DEBIT,2052,17182,56795,1
TRANSFER,70144,70507,58620,1
TRANSFER,42992,50912,94279,0
TRANSFER,98432,26909,94430,0
PAYMENT,65195,19659,96531,0
DEBIT,33487,31403,57114,0
TRANSFER,52719,33586,40711,0
DEBIT,28726,10360,17748,0
CASH_IN,78147,21424,88636,0
CASH_IN,36028,98035,33691,0
TRANSFER,8071,48791,88517,0
DEBIT,8619,3065,65282,0
DEBIT,35381,68795,98244,0
DEBIT,83031,12300,60360,0
PAYMENT,20815,33370,10246,0
CASH_IN,7867,69831,59395,0
DEBIT,11630,27209,32486,0
DEBIT,8187,20927,30340,0
PAYMENT,30121,34579,84874,0
PAYMENT,88588,9032,50300,0
DEBIT,84191,93254,3086,0
CASH_OUT,89951,78413,91071,0
DEBIT,11836,40731,14860,0
DEBIT,13900,92202,17013,0
PAYMENT,82438,53767,7407,0
PAYMENT,58041,72302,33542,0
DEBIT,75030,49954,24935,0
DEBIT,5505,88365,49079,0
DEBIT,28491,85757,34111,0
PAYMENT,11277,25102,56550,0
DEBIT,6753,34433,75697,0
DEBIT,54810,15932,89117,0
TRANSFER,48783,25714,97813,0
CASH_OUT,57052,57803,86936,0
CASH_IN,49486,39743,76955,0
CASH_OUT,92115,2552,40565,0
TRANSFER,28562,56627,19283,0
CASH_IN,65252,45987,66470,0
DEBIT,45782,79810,86916,0
TRANSFER,43740,45380,79552,1
DEBIT,28958,29250,38233,0
PAYMENT,76321,68344,22695,0
TRANSFER,69103,64686,90488,0
PAYMENT,69133,45028,42734,0
TRANSFER,16545,15295,81257,0
TRANSFER,66500,55248,1505,0
PAYMENT,46572,80205,5363,0
CASH_IN,89090,10523,48708,0
CASH_OUT,58545,45530,43614,0
DEBIT,99001,13769,1010,0
TRANSFER,41279,63042,19861,0
DEBIT,80684,44645,24125,0
PAYMENT,42472,90743,9369,0
DEBIT,3137,62142,69393,0
PAYMENT,23157,25557,26671,1
DEBIT,45538,79782,75400,0
CASH_OUT,77105,78382,64512,0
CASH_OUT,68941,37085,98026,0
CASH_OUT,90935,50708,75656,0
CASH_OUT,66391,51357,85759,0
CASH_OUT,99478,13470,97686,0
CASH_OUT,63759,78712,44138,0
PAYMENT,38682,79082,53420,0
TRANSFER,13741,6805,68089,0
DEBIT,54522,82324,15489,0
CASH_OUT,98668,94884,59789,1
PAYMENT,51034,62028,69925,0
PAYMENT,3842,50772,49703,0
PAYMENT,32342,52104,87486,0
TRANSFER,12477,73616,76625,0
DEBIT,41035,89300,58228,0
TRANSFER,13117,6630,3051,0
CASH_IN,78004,98869,38090,0
PAYMENT,94212,15701,28805,0
CASH_IN,43491,14859,94978,0
CASH_OUT,2591,21183,44557,0
CASH_OUT,75128,40438,2555,0
TRANSFER,51648,97285,50241,1
DEBIT,8428,97423,78303,0
CASH_IN,93637,42244,65994,0
DEBIT,29123,74312,16066,0
TRANSFER,84373,15021,4721,0
CASH_OUT,63054,69863,77982,0
DEBIT,79965,55565,6304,0
DEBIT,61040,48043,42967,0
CASH_OUT,11824,73150,78763,0
CASH_IN,99350,64361,40462,0
CASH_OUT,10034,1245,71834,0
DEBIT,63298,41011,50155,0
CASH_IN,57846,10355,75842,0
CASH_IN,7445,98841,2589,0
CASH_OUT,67094,48692,37078,0
DEBIT,70611,49004,54918,0
TRANSFER,88426,29714,13601,0
DEBIT,3417,17198,7711,0
PAYMENT,98953,66951,86900,1
TRANSFER,32950,1652,59430,0
CASH_IN,5676,43625,63327,0
TRANSFER,37132,85982,99242,0
CASH_IN,25102,18740,95146,0
CASH_IN,75655,3810,3970,0
TRANSFER,26515,16569,69535,0
CASH_IN,36723,99855,86570,0
CASH_IN,54397,79120,36176,0
PAYMENT,43179,26783,41730,0
DEBIT,73292,99065,82168,0
DEBIT,77521,78047,13385,0
PAYMENT,51752,9471,5950,0
TRANSFER,40532,6163,73511,0
CASH_OUT,81142,63087,53009,0
CASH_OUT,99407,62071,86850,0
CASH_OUT,3890,16065,23398,0
PAYMENT,43464,83456,25277,0
PAYMENT,55721,48348,26761,0
CASH_IN,43549,19154,64435,0
CASH_OUT,68331,20229,63944,0
TRANSFER,87995,52587,31533,0
TRANSFER,14809,49713,72502,0
CASH_OUT,60112,26997,72123,0
CASH_OUT,50736,21101,22880,0
CASH_OUT,48794,40391,70627,0
PAYMENT,43343,75863,41753,0
PAYMENT,40838,72723,96666,0
PAYMENT,69536,95221,82597,0
DEBIT,54372,59405,87829,0
TRANSFER,54007,34948,1561,1
TRANSFER,50351,53031,53205,0
CASH_IN,19083,37921,59810,0
PAYMENT,14559,72571,64482,0
DEBIT,83805,77007,69192,0
DEBIT,56930,28460,87154,0
TRANSFER,85336,21071,86066,0
PAYMENT,75525,66118,87408,1
CASH_IN,20326,48282,28330,0
PAYMENT,26193,91725,16139,0
CASH_OUT,93870,58445,32977,0
PAYMENT,24634,81067,4983,0
CASH_OUT,62525,82208,39909,0
